,index,Player,Team,League,Version,OVR,POS,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats,tots,special cards,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
630,2337,Matheus Cunha,Hertha BSC,GER 1,gold,78,CAM,79,79,72,83,32,70,4,4,H/L,Right,"1,915",0,2,27,2164,7,8.202689331024885,4,4.302270689047873,70,47,9,0,5,5.929602302610874,12.655642215162516,4.903623227030039
631,2338,Jorge Molina,Granada CF,ESP 1,gold-nr,78,ST,36,82,67,70,42,73,3,4,M/M,Right,"1,726",0,0,33,1604,8,5.957675330340862,2,1.94753972068429,24,20,3,0,8,5.214397720992565,8.624797951430082,2.0131927356123924
632,2339,Andres Guardado,Real Betis Balompié,ESP 1,gold-nr,78,CM,67,69,79,80,71,68,4,2,M/M,Left,"2,059",0,0,24,1333,1,0.3488071355968714,0,0.2929648794233799,11,8,4,0,1,0.3488071355968714,4.730534998700023,4.386934299021959
633,2341,Domenico Criscito,Genoa,ITA 1,gold-nr,78,LB,73,61,76,71,77,74,3,3,H/M,Left,"2,014",0,1,23,1722,1,0.868794159963727,0,0.4925198070704937,6,6,6,0,0,0.1074953246861696,4.235410275869072,3.884278473444283
634,2343,Felipe Caicedo,Lazio,ITA 1,gold,78,CF,73,76,71,75,44,80,3,3,H/M,Left,"1,923",0,2,25,915,8,5.328443385660648,0,0.7250618766993284,31,12,5,0,7,4.567144550383091,6.085478316992521,1.311192026361823
635,2344,Papakouli Diop,SD Eibar,ESP 1,gold,78,CDM,41,66,68,68,78,85,3,3,M/M,Right,"1,945",0,0,33,2343,1,1.836702893488109,1,0.9802002850919962,29,13,7,2,1,1.836702893488109,3.1020474322140217,1.709974623285234
636,2345,Victor Diaz,Granada CF,ESP 1,gold-nr,78,RB,72,56,68,68,74,76,3,3,M/H,Right,"1,879",0,0,17,815,0,0.4838417824357748,2,0.7206890806555748,5,8,3,0,0,0.4838417824357748,1.2097019255161283,1.093406319618225
637,2346,De Marcos,Athletic Club de Bilbao,ESP 1,gold,78,RB,81,62,73,75,71,78,4,3,H/M,Right,"2,002",0,0,25,1525,1,1.4197967750951648,2,1.88073674403131,6,13,2,0,1,1.4197967750951648,7.709516694769263,5.35497853346169
638,2347,German Pezzella,Fiorentina,ITA 1,gold-nr,78,CB,54,49,47,57,80,74,2,3,M/M,Right,"1,612",0,0,32,2749,1,1.232789452187717,0,0.6834293222054839,16,3,5,0,1,1.232789452187717,3.2205737084150314,3.158882349729538
639,2348,Kevin Malcuit,Napoli,ITA 1,gold,78,RB,81,63,73,77,74,71,3,3,H/M,Right,"1,963",0,2,7,233,0,0.0997651424258947,0,0.0765315741300582,2,1,0,0,0,0.0997651424258947,0.4120169635862112,0.3122518211603164
640,2350,Mattia De Sciglio,Juventus,ITA 1,gold-nr,78,RB,74,46,69,75,77,70,3,4,M/M,Right,"1,894",0,3,1,23,0,0.0344245284795761,0,0.0,1,0,0,0,0,0.0344245284795761,0.0344245284795761,0.0
641,2351,Yussuf Poulsen,RB Leipzig,GER 1,gold,78,ST,81,71,67,74,56,81,3,3,M/H,Right,"1,926",0,1,27,1342,5,5.344541624188423,4,1.9948576800525188,44,14,1,0,5,5.344541624188423,7.555302511900663,2.953024437651038
642,2352,Bryan Cristante,Roma FC,ITA 1,gold,78,CDM,55,72,75,75,75,75,3,3,M/M,Right,"1,980",0,0,34,2142,1,2.3669058568775654,3,1.7371884286403656,28,16,8,0,1,2.3669058568775654,12.023615354672074,8.874588349834085
643,2353,Florian Niederlechner,FC Augsburg,GER 1,gold-nr,78,ST,78,78,64,74,35,79,3,4,H/H,Right,"1,834",0,1,28,1776,5,6.1691593658179045,4,2.5173893622122705,47,13,2,1,5,6.1691593658179045,9.264831176027656,1.3977061286568642
644,2354,Roberto Gagliardini,Inter,ITA 1,gold-nr,78,CDM,57,63,71,73,77,72,3,3,M/H,Right,"1,908",0,1,28,1225,3,1.2104502124711871,2,1.891990652307868,17,8,2,0,3,1.2104502124711871,7.053188756108284,4.390993695706129
645,2355,Jack O'Connell,Sheffield United,ENG 1,gold-nr,78,CB,62,37,64,63,79,82,2,2,H/M,Left,"1,711",0,0,2,180,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0
646,2357,Hans Hateboer,Atalanta,ITA 1,gold,78,RM,83,64,72,77,76,76,3,3,M/H,Right,"1,981",0,2,22,1769,2,3.9474993888288736,1,1.663618571124971,27,20,3,0,2,3.9474993888288736,16.089722871780396,11.722094006836414
647,2358,Mattia Caldara,Atalanta,ITA 1,gold-nr,78,CB,60,34,46,63,82,73,2,3,M/H,Right,"1,574",0,1,6,105,0,0.4260245487093925,0,0.0,2,0,1,0,0,0.4260245487093925,0.8450069315731525,0.8450069315731525
648,2359,Yerry Mina,Everton,ENG 1,gold-nr,78,CB,51,54,59,60,79,80,2,3,M/M,Right,"1,697",0,2,24,1941,2,1.749434195458889,0,0.0195989739149808,17,1,2,0,2,1.749434195458889,4.3131408374756575,4.212718678638339
649,2360,Breel Embolo,Borussia M'gladbach,GER 1,gold-nr,78,ST,87,76,70,74,40,81,3,4,M/M,Right,"1,905",0,2,31,1424,5,7.53266329318285,2,1.8059897292405367,41,17,4,0,5,7.53266329318285,11.13139634206891,3.969140655361116
650,2361,Krzysztof Piatek,Hertha BSC,GER 1,gold-nr,78,ST,73,79,53,75,38,71,3,3,M/M,Right,"1,768",0,1,32,1630,7,6.405337926000357,1,0.9840233828872442,41,10,4,0,7,5.647561248391867,6.259495203383267,0.7841154849156737
651,2362,Ruben Aguilar,AS Monaco,FRA 1,gold-nr,78,RB,80,53,70,76,74,72,3,3,H/M,Right,"1,904",0,1,33,2235,1,0.6843906566500664,3,5.078344411216676,8,42,6,0,1,0.6843906566500664,10.144903339445593,6.280357643961906
652,2363,Florian Grillitsch,TSG 1899 Hoffenheim,GER 1,gold-nr,78,CM,58,60,78,78,72,66,3,3,M/M,Right,"1,860",0,0,26,1892,2,2.1440493557602167,1,1.89914445579052,20,16,4,1,2,2.1440493557602167,11.27082745358348,8.603486113250256
653,2364,Pierre Lees-Melou,OGC Nice,FRA 1,gold-nr,78,CM,68,74,78,77,68,74,4,4,H/H,Right,"2,014",0,2,29,2061,4,4.15160418394953,2,0.8568411404266953,43,11,3,1,3,3.3915090234950185,8.789009844884276,5.515332044102252
654,2365,Suat Serdar,FC Schalke 04,GER 1,gold-nr,78,CM,69,72,74,79,75,79,3,3,M/M,Right,"2,032",0,1,25,1960,1,1.929669945500791,3,1.497021183371544,32,15,3,0,1,1.929669945500791,5.94743272755295,3.3817505948245525
655,2366,Alban Lafont,FC Nantes,FRA 1,gold-nr,78,GK,79,76,70,82,47,75,1,3,M/M,Right,852,0,0,38,3420,0,0.0,0,0.0,0,0,2,0,0,0.0,2.799903593957424,2.799903593957424
656,2367,Unai Nunez,Athletic Club de Bilbao,ESP 1,gold-nr,78,CB,69,22,47,51,78,75,2,2,M/H,Right,"1,486",0,0,25,2108,1,2.1168857142329216,1,0.5784490834921598,12,6,6,0,1,2.1168857142329216,5.045295866206288,4.580769449472427
657,2368,Emerson,Real Betis Balompié,ESP 1,gold-nr,78,RB,80,62,70,72,74,76,3,3,H/M,Right,"1,956",0,5,34,2998,1,1.397948927246034,4,3.1854076106101274,11,33,9,1,1,1.397948927246034,11.834537081420422,9.574174534529448
658,2369,Mathieu Debuchy,AS Saint-Étienne,FRA 1,gold-nr,78,RB,67,67,73,75,77,72,3,3,H/M,Right,"2,019",0,1,26,2106,2,2.033193386159837,1,1.101194178685546,26,16,5,0,2,2.033193386159837,4.735760860145092,3.358953593298793
659,2370,Stefan Radu,Lazio,ITA 1,gold-nr,78,CB,61,64,65,68,83,69,3,3,M/H,Left,"1,878",0,1,31,2474,0,0.3382114246487617,3,1.5143005922436714,7,19,2,0,0,0.3382114246487617,11.12459670379758,9.872941318899391
660,2371,Senad Lulic,Lazio,ITA 1,gold,78,LM,77,72,76,77,75,77,3,3,H/H,Right,"2,080",0,1,16,713,0,0.4823400359600782,0,0.363388117402792,6,4,1,0,0,0.4823400359600782,2.280831541866064,1.5769146010279655
661,2372,Ashley Westwood,Burnley,ENG 1,gold-nr,78,CDM,59,62,79,74,74,76,3,3,M/M,Right,"2,022",0,0,38,3412,3,1.0059903170913458,3,6.534150272607803,19,52,7,0,3,1.0059903170913458,10.02816173247993,6.304798097349703
662,2373,Chris Wood,Burnley,ENG 1,gold-nr,78,ST,66,78,59,69,40,81,2,3,H/M,Right,"1,834",0,1,33,2765,12,12.954135425388811,3,2.03811838850379,70,23,0,0,10,11.431797690689564,13.585281524807217,2.1498517598956823
663,2374,Pablo,Girondins de Bordeaux,FRA 1,gold-nr,78,CB,52,52,53,62,79,79,2,2,M/M,Right,"1,739",0,1,13,1074,1,0.9672492928802968,0,0.1274909228086471,9,1,5,0,1,0.9672492928802968,2.301532119512558,2.301532119512558
664,2375,Remo Freuler,Atalanta,ITA 1,gold-nr,78,CM,67,69,75,76,72,68,4,3,M/M,Right,"1,960",0,1,34,2726,2,2.010777423158288,3,3.953511436469853,20,30,5,0,2,2.010777423158288,16.8362388163805,13.41757134348154
665,2376,Denis Suarez,RC Celta de Vigo,ESP 1,gold-nr,78,LW,75,72,78,81,61,56,3,3,M/M,Right,"1,962",0,0,35,2882,0,0.937725018709898,9,5.4159489292651415,16,46,10,0,0,0.937725018709898,16.346644710749388,12.80241510272026
666,2377,Manu Trigueros,Villarreal CF,ESP 1,gold-nr,78,CM,59,72,77,76,70,66,4,4,M/M,Right,"1,993",0,0,35,2558,1,2.225357067771256,6,4.772482514381409,30,34,6,1,1,2.225357067771256,16.826004434376955,11.419214013963938
667,2378,Leandro Trossard,Brighton,ENG 1,gold-nr,78,LM,82,77,76,81,30,62,4,4,H/M,Right,"1,901",0,1,35,2647,5,5.412756389006972,5,5.398416234180331,58,51,2,0,5,5.412756389006972,15.99893451668322,7.631562136113644
668,2379,Michael Keane,Everton,ENG 1,gold-nr,78,CB,58,49,62,65,79,79,2,2,M/H,Right,"1,752",0,2,35,2986,3,1.5046916585415602,1,1.0852528270334003,16,7,4,0,3,1.5046916585415602,6.951784314587712,6.675621526315808
669,2380,Sead Kolasinac,Arsenal,ENG 1,gold,78,LB,73,63,71,73,74,87,3,2,H/M,Left,"1,965",0,1,1,90,0,0.0,0,0.0,0,0,0,0,0,0.0,0.429358035326004,0.429358035326004
670,2381,Florent Mollet,Montpellier HSC,FRA 1,gold,78,CAM,74,75,79,80,50,60,4,4,H/M,Right,"1,961",0,1,34,2381,3,5.184915571473539,5,3.4480949714779854,51,42,5,2,3,5.184915571473539,9.449386741034688,3.4598484076559544
671,2382,Darwin Machis,Granada CF,ESP 1,gold,78,LM,86,77,74,80,38,67,4,4,H/M,Right,"1,933",0,1,32,2027,4,5.512033961713314,5,5.121577822603285,47,25,1,0,4,4.769141785800457,9.677413905970752,2.1357075832784176
672,2383,Vincenzo Grifo,SC Freiburg,GER 1,gold-nr,78,LM,70,74,77,80,41,62,4,2,M/M,Right,"1,890",0,2,31,2341,9,7.740595011971891,11,7.838885976932943,57,66,2,0,5,4.709649705328047,13.716828187927604,5.292958769015968
673,2384,Jean-Philippe Gbamin,Everton,ENG 1,gold,78,CDM,78,57,73,74,78,80,3,3,M/H,Right,"1,977",0,0,1,9,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0
674,2385,Nico Elvedi,Borussia M'gladbach,GER 1,gold,78,CB,73,34,64,68,80,76,3,3,M/M,Right,"1,730",0,3,29,2542,3,2.3761484436690807,0,0.1002651900053024,12,3,1,0,3,2.3761484436690807,4.572062334045768,4.498625179752708
675,2386,Alex Meret,Napoli,ITA 1,gold-nr,78,GK,79,74,70,82,44,77,1,3,M/M,Left,830,0,1,22,1980,0,0.0,0,0.0263663530349731,0,1,0,0,0,0.0,2.188432313501835,2.1620659604668617
676,2387,Tammy Abraham,Chelsea,ENG 1,gold,78,ST,74,78,59,72,31,70,3,3,M/M,Right,"1,718",0,2,22,1027,6,6.189150683581829,1,0.7214874606579542,32,9,0,0,6,6.189150683581829,7.9011704083532095,2.1223282255232334
677,2388,Gabriel,Arsenal,ENG 1,gold-nr,78,CB,55,36,59,56,79,78,2,2,M/H,Left,"1,620",0,1,23,1994,2,1.5645499601960182,0,0.0560959875583648,16,2,2,1,2,1.5645499601960182,5.762660853564739,5.748227469623089
678,2389,Domingos Duarte,Granada CF,ESP 1,gold-nr,78,CB,55,35,55,54,79,78,2,3,M/M,Right,"1,577",0,0,29,2368,1,0.9782383739948272,0,0.3193831890821457,6,6,5,1,1,0.9782383739948272,2.5868059620261192,2.4098134925588965
679,2391,Ibrahima Konate,RB Leipzig,GER 1,gold,78,CB,74,34,57,68,80,78,3,2,M/H,Right,"1,676",0,4,14,695,1,0.7968814074993134,0,0.0,4,0,2,0,1,0.7968814074993134,1.9508075080811975,1.9508075080811975
680,2392,Ryan Bertrand,Southampton,ENG 1,gold-nr,78,LB,78,53,70,76,76,70,3,3,H/M,Left,"1,920",0,0,29,2600,0,0.374919967725873,1,1.395297447219491,8,13,5,0,0,0.374919967725873,5.361662907525897,4.813895485363901
681,2393,Cristian Ansaldi,Torino,ITA 1,gold,78,LM,78,64,77,80,76,70,4,5,H/H,Right,"2,034",0,1,31,1929,1,1.7453961921855807,6,5.254374345764518,18,35,1,0,0,0.9840973941609265,6.657864924520254,3.2433233186602592
682,2394,Bas Dost,Eintracht Frankfurt,GER 1,gold-nr,78,ST,47,81,57,65,51,76,2,3,M/M,Right,"1,710",0,0,12,819,4,4.290971301496029,2,2.6223658621311188,15,11,3,0,3,3.5333560332655907,7.274475418031216,1.9131003133952615
683,2395,Michail Antonio,West Ham United,ENG 1,gold,78,ST,85,75,73,77,56,84,4,3,H/H,Right,"2,055",0,0,26,1993,10,14.138838540762665,5,3.1944228131324053,63,27,3,0,10,14.138838540762665,19.273825880140063,2.7705206014215946
684,2396,Enda Stevens,Sheffield United,ENG 1,gold-nr,78,LWB,75,45,66,74,74,74,3,2,M/M,Left,"1,807",0,0,30,2700,0,1.4472226575016975,1,1.6097385678440332,16,17,6,0,0,1.4472226575016975,8.229206578806043,6.430095486342907
685,2398,Laguardia,Deportivo Alavés,ESP 1,gold-nr,78,CB,52,46,55,52,80,78,2,3,M/H,Right,"1,635",0,0,32,2634,0,1.142909800633788,1,0.6068764254450798,9,4,5,1,0,1.142909800633788,3.4273230684921145,2.944886709563434
686,2399,Hugo Mallo,RC Celta de Vigo,ESP 1,gold-nr,78,RB,67,39,69,70,75,74,3,3,H/M,Right,"1,794",0,1,31,2608,3,2.521753185428679,1,3.277606777846813,20,17,8,0,3,2.521753185428679,12.901030025444925,8.203485634177923
687,2400,Patrick Herrmann,Borussia M'gladbach,GER 1,gold-nr,78,RW,73,75,75,78,33,61,3,2,M/H,Right,"1,852",0,2,27,839,0,2.1185631416738038,3,2.2946972753852606,19,22,3,0,0,2.1185631416738038,4.669822629541159,1.286970805376768
688,2401,Lewis Dunk,Brighton,ENG 1,gold-nr,78,CB,51,49,62,64,79,78,2,3,M/H,Right,"1,716",0,0,33,2934,5,2.7090762509033084,0,0.830638368614018,32,10,5,2,5,2.7090762509033084,8.376229837536812,7.971441999077797
689,2403,Djibril Sidibe,AS Monaco,FRA 1,gold-nr,78,RB,76,62,75,75,74,78,3,4,H/M,Right,"2,006",0,0,30,1969,0,0.1807242445647716,2,2.906719772145152,5,25,3,0,0,0.1807242445647716,7.548644706606865,7.269361913204193
690,2404,Diego Demme,Napoli,ITA 1,gold-nr,78,CDM,57,39,74,75,74,77,3,4,M/H,Right,"1,894",0,0,24,1606,2,1.4193182811141014,3,2.1654972936958075,14,20,6,0,2,1.4193182811141014,10.837771439924836,8.23627613671124
691,2406,M'Baye Niang,Rennes,FRA 1,gold,78,ST,81,79,68,79,31,72,3,4,H/L,Right,"1,847",0,1,9,420,1,1.1708959005773067,0,0.015293120406568,11,1,0,0,1,1.1708959005773067,0.950694315135479,0.3389413356781006
692,2407,John Egan,Sheffield United,ENG 1,gold-nr,78,CB,64,46,54,62,79,77,2,3,L/M,Right,"1,713",0,0,31,2628,0,0.4912481810897589,1,0.6186049580574036,14,3,7,1,0,0.4912481810897589,4.387040738016367,3.74502813257277
693,2409,Fabian Schar,Newcastle United,ENG 1,gold-nr,78,CB,61,69,71,70,79,76,2,4,H/M,Right,"2,007",0,0,18,1252,1,1.4605768583714962,0,0.0,12,0,4,1,0,0.699408020824194,0.9551226757466792,0.8735608421266079
694,2411,Renato Steffen,VfL Wolfsburg,GER 1,gold-nr,78,RM,79,75,74,80,48,65,3,3,H/M,Left,"1,993",0,1,21,1594,5,4.376283414661884,4,3.052814155817032,30,22,3,0,5,4.376283414661884,11.869664734229444,5.752104287967086
695,2412,Elseid Hysaj,Napoli,ITA 1,gold-nr,78,RB,76,51,67,73,77,72,3,3,M/M,Right,"1,833",0,0,24,1783,0,0.2445164322853088,2,1.709196505136788,8,15,2,0,0,0.2445164322853088,8.22179045714438,6.798788363113999
696,2413,Stanislav Lobotka,Napoli,ITA 1,gold-nr,78,CM,62,63,76,78,70,65,4,4,M/H,Right,"1,911",0,0,15,122,0,0.0,0,0.0,0,0,2,0,0,0.0,2.112549051642418,2.112549051642418
697,2414,Karl Toko-Ekambi,Lyon,FRA 1,gold,78,ST,81,79,67,78,27,69,3,4,H/M,Right,"1,822",0,2,35,2849,14,17.97721042484045,6,6.999955324456096,90,49,3,0,14,17.97721042484045,28.0312340259552,8.084193263202906
698,2415,Duje Caleta-Car,Olympique de Marseille,FRA 1,gold-nr,78,CB,62,40,60,63,78,81,2,3,L/H,Right,"1,701",0,1,33,2821,2,1.0457477690652013,1,1.3772672917693851,10,7,8,1,2,1.0457477690652013,6.262152048759162,5.799254751764238
699,2416,Ruben Alcaraz,Real Valladolid,ESP 1,gold,78,CM,62,73,79,72,78,81,3,4,M/H,Right,"2,098",0,0,30,2177,1,1.5870285192504523,0,0.6478455197066069,28,10,10,0,1,1.5870285192504523,6.194975811522454,4.656746310647577
700,2417,Patrik Schick,Bayer 04 Leverkusen,GER 1,gold-nr,78,ST,70,76,71,81,37,67,4,2,M/M,Left,"1,843",0,1,29,1869,9,9.265544526278973,1,2.0649814577773213,56,27,4,0,9,9.265544526278973,12.458507418632507,3.4694364555180077
701,2418,Youssef En-Nesyri,Sevilla FC,ESP 1,gold-nr,78,ST,76,77,54,76,34,76,3,4,H/H,Left,"1,769",0,3,38,2308,18,15.79480616375804,0,2.642064562067389,77,13,2,0,18,15.79480616375804,17.81611675210297,1.087053531780839
702,2419,Pau Torres,Villarreal CF,ESP 1,gold,78,CB,65,35,63,68,80,75,2,3,M/H,Left,"1,712",0,0,33,2970,2,1.08194821421057,2,0.7952973861247301,8,6,2,0,2,1.08194821421057,11.663445765152574,11.333525346592069
703,2420,Loren,Real Betis Balompié,ESP 1,gold-nr,78,ST,73,81,60,76,36,74,3,3,M/M,Right,"1,819",0,0,26,964,1,3.114144987426698,0,0.4168148804455995,24,7,2,0,1,3.114144987426698,3.143686942756176,0.2692661620676517
704,2421,Bruno Guimaraes,Lyon,FRA 1,gold,78,CM,69,64,77,78,74,73,3,3,M/M,Right,"2,002",0,4,33,1760,3,2.5404988331720237,1,1.969156825914979,27,18,6,0,2,1.7804036540910602,13.717921663075686,10.533148005604744
705,2422,Benjamin Bourigeaud,Rennes,FRA 1,gold-nr,78,CM,71,74,79,78,66,74,3,3,H/H,Right,"2,072",0,1,37,2572,6,4.27854161709547,5,5.076814076863229,64,61,8,0,6,4.27854161709547,11.535297817084938,7.473845748696476
706,2423,Jonathan Bamba,LOSC Lille,FRA 1,gold,78,LM,88,74,70,80,36,64,4,4,H/H,Right,"1,897",1,5,38,3006,6,4.191106568090618,9,4.286253387108445,60,66,2,0,6,4.191106568090618,15.617851356044412,9.380196783691645
707,2424,Renato Sanches,LOSC Lille,FRA 1,gold,78,CM,79,72,76,81,71,81,4,4,H/H,Right,"2,114",0,4,23,1272,1,2.378798581659794,3,2.0818180898204446,21,18,4,0,1,2.378798581659794,6.727969154715538,3.966940840706229
708,2425,Francisco Trincao,FC Barcelona,ESP 1,gold-nr,78,RW,79,73,71,83,37,69,4,3,M/M,Left,"1,869",0,2,28,636,3,3.1336182076483965,2,0.4820680767297745,23,8,1,0,3,3.1336182076483965,7.916592514142394,5.309825737029314
709,2426,Daniel Podence,Wolverhampton Wanderers,ENG 1,gold,78,LW,92,60,71,85,33,50,4,4,H/M,Right,"1,794",0,2,24,1718,3,2.744377875700593,2,1.8394327834248545,32,21,3,0,3,2.744377875700593,6.725102685391903,2.910881344228983
710,2427,Miguel Almiron,Newcastle United,ENG 1,gold,78,CAM,89,71,75,80,50,63,4,2,H/H,Left,"1,939",0,1,34,2458,4,3.509381879121065,1,3.1359253535047174,33,31,3,0,4,3.509381879121065,9.295024225488303,3.899067119695246
711,2428,Edmond Tapsoba,Bayer 04 Leverkusen,GER 1,gold,78,CB,74,52,63,63,78,78,2,3,M/H,Right,"1,797",1,2,31,2648,1,0.8539871443063021,0,0.4859618507325649,16,3,5,0,1,0.8539871443063021,7.763985894620418,7.585661105811596
712,2429,Stefano Sensi,Inter,ITA 1,gold-nr,78,CM,67,59,80,80,67,67,3,4,M/M,Right,"1,991",0,1,18,580,0,1.3360758554190395,0,0.5460710041224957,18,11,1,1,0,1.3360758554190395,3.8430945444852114,2.874483447521925
713,2431,Abdou Diallo,Paris Saint-Germain,FRA 1,gold,78,CB,75,38,71,76,78,76,3,3,M/M,Left,"1,854",0,1,22,1483,0,0.1444138064980507,1,0.4916140735149383,4,1,1,2,0,0.1444138064980507,6.9894242864102125,6.9894242864102125
714,2432,Marwin Hitz,Borussia Dortmund,GER 1,gold-nr,78,GK,79,77,63,80,43,79,1,3,M/M,Right,825,0,1,16,1398,0,0.0,0,0.0,0,0,1,0,0,0.0,3.6403625160455695,3.6403625160455695
715,2433,Manuel Akanji,Borussia Dortmund,GER 1,gold,78,CB,77,46,66,71,80,76,2,3,M/M,Right,"1,822",0,4,28,2350,2,1.9763391818851237,0,0.2079225946217775,19,3,4,0,2,1.9763391818851237,10.620245601981878,10.38677353784442
716,2434,Ross Barkley,Chelsea,ENG 1,gold,78,CM,70,74,78,80,57,73,4,5,M/M,Right,"1,960",0,2,26,1574,3,3.6999339712783694,1,4.31900261156261,39,40,0,0,3,3.6999339712783694,9.896902839653194,3.7172514870762825
717,2435,Ruben Loftus-Cheek,Chelsea,ENG 1,gold-nr,78,CM,69,67,76,80,62,79,4,3,H/M,Right,"1,919",0,2,31,1988,1,3.3300087321549654,0,1.244577933102846,35,17,3,0,1,3.3300087321549654,7.614803409203887,3.747227055951953
718,2436,Mateo Musacchio,Milan,ITA 1,gold-nr,78,CB,63,47,63,67,82,70,3,3,M/M,Right,"1,815",0,2,5,260,0,0.0,0,0.0,0,0,2,0,0,0.0,1.0651111640036106,1.0651111640036106
719,2437,Eric Dier,Tottenham Hotspur,ENG 1,gold,78,CDM,53,63,70,65,80,83,2,2,M/H,Right,"1,920",0,0,28,2520,0,1.2531612887978554,0,0.2254233150742948,14,6,3,0,0,1.2531612887978554,5.7221764624118805,5.697844207286835
720,2438,Thiago Mendes,Lyon,FRA 1,futties,77,CM,72,67,75,77,74,75,3,3,M/H,Right,"2,034",0,1,32,2231,0,1.120415631681681,1,1.2629938069730997,23,25,5,1,0,1.120415631681681,12.06221652403474,10.843629635870457
721,2469,Robert Snodgrass,West Bromwich Albion,ENG 1,gold-nr,77,RM,62,75,79,77,47,72,3,3,H/M,Left,"1,929",0,1,11,533,0,0.2063673846423626,0,0.5400325320661068,4,3,2,0,0,0.2063673846423626,0.8308929689228535,0.1663087736815214
722,2470,Said Benrahma,West Ham United,ENG 1,gold-nr,77,LW,79,71,72,81,36,54,4,4,H/L,Right,"1,810",0,0,30,1381,1,2.455937602557242,6,5.114555899985135,35,27,0,0,1,2.455937602557242,10.364179045893252,3.7795806247740975
723,2471,Borja Valero,Fiorentina,ITA 1,gold,77,CAM,42,69,84,81,66,57,4,4,M/M,Right,"1,931",0,0,20,446,0,0.2081335298717022,0,0.0392971262335777,5,2,3,0,0,0.2081335298717022,1.057185610756278,0.8668893035501242
724,2472,Danilo D'Ambrosio,Inter,ITA 1,champscommon,77,RB,70,56,67,71,78,70,3,4,M/M,Right,"1,934",0,0,19,679,3,1.967871863394976,0,0.2012898623943328,8,3,2,0,3,1.967871863394976,2.591907974332571,2.384026121348142
725,2479,Divock Origi,Liverpool,ENG 1,champsrare,77,ST,82,76,67,77,27,74,4,4,H/M,Right,"1,792",0,1,9,176,0,1.0811212956905365,0,0.1400348860770464,7,2,0,0,0,1.0811212956905365,1.4969345815479755,0.7823662180453539
726,2480,Daniel James,Manchester United,ENG 1,champsrare,77,RM,95,70,69,76,43,63,3,4,H/H,Right,"1,860",0,2,15,920,3,2.312423251569271,1,1.3286132868379354,17,10,3,0,3,2.312423251569271,5.241103306412697,2.144381703808904
727,2484,Bouna Sarr,Bayern München,GER 1,champscommon,77,RB,81,70,74,76,71,75,3,3,M/M,Right,"2,030",0,2,8,452,0,0.0534978387877345,1,0.074988005682826,3,3,1,0,0,0.0534978387877345,1.2383061721920967,1.147236950695515
728,2485,Dejan Kulusevski,Juventus,ITA 1,champscommon,77,RW,81,69,75,78,56,75,3,4,H/M,Left,"1,914",0,2,35,1917,4,3.3344092592597008,3,6.333949090912938,34,52,7,0,4,3.3344092592597008,16.382544562220573,8.5699841119349
729,2486,Reece James,Chelsea,ENG 1,champsrare,77,RB,80,57,72,75,73,76,3,3,H/M,Right,"1,945",0,2,32,2355,1,1.5345969907939434,2,3.649974900297821,35,42,3,0,1,1.5345969907939434,11.71862213127315,9.588866364210844
730,2487,Sergio Rico,Paris Saint-Germain,FRA 1,champscommon,77,GK,77,74,77,80,47,74,1,3,M/M,Right,847,0,0,10,803,0,0.0,0,0.0,0,0,0,0,0,0.0,2.167304173111916,2.167304173111916
731,2488,Lucas Olaza,Real Valladolid,ESP 1,gold,77,LB,76,71,74,74,73,70,3,3,H/M,Left,"2,037",0,1,32,2879,1,1.0358576150611043,3,4.199540257453919,22,29,8,0,1,1.0358576150611043,12.144514456391336,9.843419992364945
732,2489,Ferro,Valencia CF,ESP 1,gold-nr,77,CB,54,43,54,60,79,78,2,2,M/M,Right,"1,643",0,1,3,181,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0
733,2490,Kevin Strootman,Genoa,ITA 1,gold-nr,77,CDM,50,70,75,71,73,79,2,3,M/H,Left,"1,960",0,5,18,1339,0,0.5849704565480351,4,3.2770715691149235,6,23,7,0,0,0.5849704565480351,6.190918548963964,3.360194057226181
734,2491,Jesse Lingard,West Ham United,ENG 1,gold-nr,77,CAM,77,74,74,78,58,70,4,3,H/H,Right,"2,016",0,7,16,1434,9,5.249168518930674,4,2.329288413748145,42,18,3,0,8,3.726830892264843,10.095708649605513,5.690425142645836
735,2492,Jean Michael Seri,Girondins de Bordeaux,FRA 1,gold-nr,77,CM,66,68,79,79,69,65,3,4,M/M,Right,"2,001",0,2,12,716,0,0.1417970079928636,0,0.2382889501750469,4,5,3,0,0,0.1417970079928636,3.559717029333114,3.4427414163947105
736,2493,Takumi Minamino,Southampton,ENG 1,gold,77,RW,87,73,69,82,36,64,3,4,H/M,Right,"1,885",0,1,19,1004,3,2.924741802737117,0,0.810821570456028,20,5,1,0,3,2.924741802737117,6.542065359652042,2.9392819050699472
737,2494,Cordoba,Deportivo Alavés,ESP 1,gold-nr,77,LW,83,71,71,79,64,69,4,3,H/H,Left,"1,967",0,2,10,302,0,0.1341181751340627,0,0.1767531707882881,3,3,0,0,0,0.1341181751340627,0.3334738686680794,0.0617769956588745
