,Player,Team,League,Version,OVR,POS,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats,tots,special cards,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup,Team position,Team Goals for,Team Goals against,League-label,Pos-label
475,Ivan Rakitic,Sevilla FC,ESP 1,gold,82,Midfielder,61,79,85,78,75,69,3,4,M/M,Right,"2,091",0,4,37,2245,4,4.980025717057288,2,1.4655548874288795,40,25,4,0,2,3.493855898268521,10.217088621109724,6.6888968497514725,4,53,33,2,4
1025,Dimitri Payet,Olympique de Marseille,FRA 1,gold,82,Attacker,70,79,84,85,39,67,4,4,H/L,Right,"1,981",0,3,33,2442,7,6.303964300081134,10,8.00108899269253,45,66,4,2,7,5.543869180604816,15.657505888491867,7.6119611114263535,5,54,47,3,1
957,Lars Bender,Bayer 04 Leverkusen,GER 1,gold,82,Defender,60,64,72,73,84,77,2,3,M/H,Right,"1,979",0,1,14,947,1,1.5258317636325955,2,0.6567943636327982,9,7,2,0,0,0.7680550860241055,3.728747952729464,3.030533170327544,6,53,39,4,2
958,Karim Bellarabi,Bayer 04 Leverkusen,GER 1,gold,82,Midfielder,90,76,74,84,34,72,4,3,H/M,Right,"1,936",0,2,22,778,0,1.9122113678604364,0,2.6320469547063112,28,16,2,0,0,1.9122113678604364,5.758230393752456,1.4930842546746137,6,53,39,4,4
110,Jerome Boateng,Bayern München,GER 1,gold,82,Defender,70,50,72,66,82,79,2,4,M/M,Right,"1,879",0,2,29,2393,1,0.3374332459643483,1,0.7234475016593933,8,5,6,0,1,0.3374332459643483,11.604709412902594,11.185481499880552,1,99,44,4,2
111,Lucas Hernandez,Bayern München,GER 1,gold,82,Defender,77,54,70,71,83,79,2,3,H/H,Left,"1,957",0,2,23,1594,0,0.7878813538700342,2,1.5396091025322676,5,13,4,0,0,0.7878813538700342,10.992722189053891,10.002479953691363,1,99,44,4,2
1095,Andrej Kramaric,TSG 1899 Hoffenheim,GER 1,gold,82,Attacker,71,85,73,85,30,71,4,4,M/M,Right,"1,967",0,3,28,2386,20,15.525607608258724,5,4.072423195466399,95,38,2,0,15,11.736724071204662,18.05768978781998,5.372288113459945,11,52,54,4,1
1094,Oliver Baumann,TSG 1899 Hoffenheim,GER 1,gold,82,GK,81,80,79,82,49,79,1,1,M/M,Right,860,0,0,31,2790,0,0.0,0,0.0,0,0,1,0,0,0.0,4.126993866637349,4.126993866637349,11,52,54,4,3
1219,Mike Maignan,LOSC Lille,FRA 1,gold,82,GK,80,80,82,83,47,82,1,3,M/M,Right,906,0,3,38,3420,0,0.0,0,0.1068096086382865,0,1,1,0,0,0.0,2.2440879810601477,2.1372783724218607,1,64,23,3,3
758,Ruben Neves,Wolverhampton Wanderers,ENG 1,gold,82,Midfielder,61,75,84,77,71,73,3,4,L/H,Right,"2,099",0,1,36,2681,5,4.744082774966955,1,2.061172847636044,67,33,7,0,2,2.460576256737113,6.995869668200612,4.673971687443554,13,36,52,1,4
476,Tomas Vaclik,Sevilla FC,ESP 1,gold,82,GK,82,76,76,85,36,81,1,3,M/M,Right,888,0,1,5,450,0,0.0,0,0.0,0,0,0,0,0,0.0,0.4662317167967558,0.4662317167967558,4,53,33,2,3
477,Lucas Ocampos,Sevilla FC,ESP 1,gold,82,Attacker,82,83,78,82,63,84,4,3,H/H,Right,"2,163",0,3,34,2658,5,10.77704114280641,4,6.153059674426913,69,33,3,0,1,7.060653023421764,14.068594375625253,5.127791902050376,4,53,33,2,1
1072,David Soria,Getafe CF,ESP 1,gold-nr,82,GK,83,81,72,84,43,81,1,3,M/M,Right,878,0,1,28,2520,0,0.0,0,0.0,0,0,2,0,0,0.0,0.7223634719848633,0.7223634719848633,15,28,43,2,3
1071,Dakonam Djene,Getafe CF,ESP 1,gold,82,Defender,72,37,62,62,84,80,2,4,M/H,Right,"1,803",0,0,34,2947,0,0.2847552448511123,1,0.2830888582393527,3,6,6,2,0,0.2847552448511123,2.6529817041009665,2.379882087931037,15,28,43,2,2
960,Sven Bender,Bayer 04 Leverkusen,GER 1,gold-nr,81,Defender,66,52,63,62,84,77,2,4,M/H,Right,"1,814",0,1,18,1174,0,0.1625765711069107,0,0.1974094081670045,4,5,1,0,0,0.1625765711069107,1.8090098910033705,1.793591732159257,6,53,39,4,2
961,Moussa Diaby,Bayer 04 Leverkusen,GER 1,gold,81,Midfielder,93,66,74,84,43,53,4,2,H/M,Left,"1,834",0,2,32,2400,4,4.859261142089963,10,7.467330585233867,50,45,5,0,4,4.859261142089963,14.78584147337824,3.3318036515265703,6,53,39,4,4
1006,Eberechi Eze,Crystal Palace,ENG 1,goldif,81,Midfielder,83,76,78,84,53,75,4,3,M/M,Right,"2,024",0,0,34,2570,4,2.494572142139077,6,3.741961938329041,37,42,3,0,4,2.494572142139077,7.996477495878935,3.959954559803009,14,41,66,1,4
959,Santiago Arias,Bayer 04 Leverkusen,GER 1,gold,81,Defender,81,53,70,76,77,78,3,3,H/M,Right,"1,960",0,1,1,90,0,0.0,0,0.0766545087099075,0,1,0,0,0,0.0,0.0766545087099075,0.0,6,53,39,4,2
1027,Arkadiusz Milik,Olympique de Marseille,FRA 1,champsrare,81,Attacker,68,85,64,76,39,73,4,3,M/M,Left,"1,893",0,3,15,1231,9,7.984825819730759,1,1.0393305737525225,46,8,2,0,6,5.704540386795998,6.928287699818611,1.591233893297613,5,54,47,3,1
452,Bukayo Saka,Arsenal,ENG 1,goldif,81,Midfielder,89,70,79,83,60,72,3,4,H/M,Left,"2,051",0,2,32,2577,5,7.169173587113619,3,4.511790654622018,61,38,1,0,5,7.169173587113619,18.29246639087796,9.180439569987357,8,55,39,1,4
351,Kevin Volland,AS Monaco,FRA 1,gold,81,Attacker,73,84,79,79,41,84,3,4,H/H,Left,"2,054",1,5,35,2820,16,11.1362447720021,7,5.541549302637577,56,32,4,0,16,11.1362447720021,18.23225424438715,4.0623098984360695,3,76,42,3,1
1508,Marko Dmitrovic,SD Eibar,ESP 1,gold-nr,81,GK,78,80,79,82,37,81,1,2,M/M,Left,846,0,2,35,3124,1,1.5588946118950844,0,0.3012704309076071,3,4,0,0,0,0.0724673047661781,1.2378122005611658,0.9365417771041392,20,29,52,2,3
1445,Sebastien Haller,West Ham United,ENG 1,gold,81,Attacker,70,80,62,75,51,82,3,3,H/M,Right,"1,918",0,0,16,933,3,2.554668180644512,0,1.134867813438177,25,10,0,0,3,2.554668180644512,3.66033024340868,0.8529489319771528,6,62,47,1,1
1444,Tomas Soucek,West Ham United,ENG 1,gold,81,Midfielder,68,69,73,74,80,83,3,3,H/H,Right,"2,028",1,4,38,3420,10,8.982983335852623,1,2.4447560105472803,64,18,7,1,10,8.982983335852623,16.99843479692936,8.716958418488503,6,62,47,1,4
1443,Felipe Anderson,West Ham United,ENG 1,gold,81,Midfielder,89,75,78,86,55,61,4,4,H/M,Right,"1,987",0,0,2,2,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0503686591982841,0.0503686591982841,6,62,47,1,4
1465,Andrea Consigli,Sassuolo,ITA 1,gold-nr,81,GK,81,82,72,83,42,80,1,3,M/M,Right,808,0,2,37,3330,0,0.0,0,0.0,0,0,1,0,0,0.0,4.477104508318007,4.477104508318007,8,64,56,5,3
1442,Lukasz Fabianski,West Ham United,ENG 1,gold,81,GK,80,82,70,82,49,81,1,2,M/M,Right,861,0,1,35,3150,0,0.0,0,0.0,0,0,2,0,0,0.0,1.2763743558898568,1.2763743558898568,6,62,47,1,3
1487,Max Kruse,1. FC Union Berlin,GER 1,gold,81,Midfielder,66,81,81,82,45,70,4,4,H/M,Left,"2,000",0,2,22,1648,11,7.449714275076985,5,4.15254009142518,30,37,0,0,6,2.903215089812875,9.334398433566092,4.0433656219393015,7,50,43,4,4
1073,Cucurella,Getafe CF,ESP 1,gold,81,Midfielder,81,67,78,79,73,74,3,3,H/M,Left,"2,058",0,4,37,3255,3,2.204235205426812,2,3.601431804243475,25,40,8,0,3,2.204235205426812,9.517050175461918,5.000347355846316,15,28,43,2,4
350,Axel Disasi,AS Monaco,FRA 1,goldif,81,Defender,63,34,55,64,82,88,2,2,M/M,Right,"1,668",0,0,29,2025,3,2.226362347602844,0,0.6006771121174097,18,5,3,2,3,2.226362347602844,7.807720260694623,7.7211944013834,3,76,42,3,2
1530,Raphinha,Rennes,FRA 1,gold,81,Midfielder,91,75,74,82,49,71,4,3,H/M,Left,"2,021",0,4,6,416,1,0.8834461234509945,2,1.328144185245037,10,9,0,0,1,0.8834461234509945,1.783657394349575,0.8201179206371307,6,52,40,3,4
1441,Angelo Ogbonna,West Ham United,ENG 1,goldif,81,Defender,60,43,62,66,84,78,2,3,M/M,Left,"1,785",0,1,28,2493,3,1.6960736466571689,0,0.4284707475453615,13,4,5,0,3,1.6960736466571689,4.00784369930625,3.785348754376173,6,62,47,1,2
1162,Raphinha,Leeds United,ENG 1,gold,81,Midfielder,91,75,74,82,49,71,4,3,H/M,Left,"2,021",0,4,30,2369,6,6.219142843037844,9,9.524860586971045,67,65,3,0,6,6.219142843037844,16.792777836322784,6.679691860452294,9,62,54,1,4
1417,Ellyes Skhiri,1. FC Köln,GER 1,goldif,81,Midfielder,63,72,77,77,82,78,3,3,M/H,Right,"2,091",0,0,32,2799,5,4.948000382632017,2,0.8226981209591031,18,17,5,0,5,4.948000382632017,5.329229060560465,4.07159823179245,16,34,60,4,4
335,Matt Doherty,Tottenham Hotspur,ENG 1,gold-nr,81,Defender,73,64,73,75,76,79,3,4,H/M,Right,"1,990",0,1,17,1228,0,0.3638824336230755,2,0.7646760381758213,3,11,2,1,0,0.3638824336230755,4.369955110363662,3.785172172822058,7,68,45,1,2
939,Wout Weghorst,VfL Wolfsburg,GER 1,gold,81,Attacker,65,82,59,70,39,85,3,3,H/H,Right,"1,802",0,2,34,2954,20,18.31038965843618,8,5.427308417856693,93,45,3,0,18,16.03705950640142,24.294339487329125,5.954851500689983,4,61,37,4,1
336,Davinson Sanchez,Tottenham Hotspur,ENG 1,gold,81,Defender,74,45,56,66,82,81,2,2,M/H,Right,"1,745",0,1,18,1488,0,0.8006941750645638,0,0.0205302126705646,5,1,1,0,0,0.8006941750645638,5.34808811545372,5.34808811545372,7,68,45,1,2
779,Jordan Pickford,Everton,ENG 1,gold,81,GK,81,77,87,85,49,77,1,5,M/M,Left,"1,077",0,0,31,2742,0,0.0,0,0.0217736214399337,0,1,1,0,0,0.0,3.714159657247365,3.692386035807431,10,47,48,1,3
938,Josip Brekalo,VfL Wolfsburg,GER 1,goldif,81,Midfielder,83,76,76,87,41,59,4,3,M/M,Right,"1,945",0,0,29,1840,7,4.426820413209498,3,3.9478974109515543,47,37,1,0,7,4.426820413209498,10.599055033177136,4.949750535190105,4,61,37,4,4
433,Fred,Manchester United,ENG 1,gold,81,Midfielder,79,71,79,83,75,70,4,4,H/H,Left,"2,133",0,2,30,2404,1,1.733165263198316,0,2.232571354135871,25,24,5,0,1,1.733165263198316,13.519705224782228,10.68863893672824,2,73,44,1,4
591,Marten de Roon,Atalanta,ITA 1,gold,81,Midfielder,64,68,72,73,82,80,3,3,M/H,Right,"2,051",0,1,35,3021,1,0.600591252092272,1,1.1421156618744135,17,19,8,1,1,0.600591252092272,17.31304656341672,16.027623686939478,3,90,47,5,4
522,James Maddison,Leicester City,ENG 1,gold,81,Midfielder,75,76,84,82,54,58,4,4,H/M,Right,"2,006",0,2,31,2123,8,3.827569866552949,5,5.386723920702934,75,50,4,0,8,3.827569866552949,11.743431102484465,6.073130352422595,5,68,50,1,4
521,Youri Tielemans,Leicester City,ENG 1,gold,81,Midfielder,64,78,82,79,69,71,4,5,M/M,Right,"2,091",1,2,38,3359,6,4.168203926645219,4,3.312251338735223,48,49,6,0,4,2.64586631115526,18.97534204274416,14.94546852633357,5,68,50,1,4
478,Suso,Sevilla FC,ESP 1,gold,81,Attacker,76,75,82,85,33,53,4,3,H/M,Left,"1,878",0,1,34,2260,3,2.0992164136841893,4,5.046659031882882,48,44,2,0,3,2.0992164136841893,13.00630671903491,8.380904817953706,4,53,33,2,1
431,Mason Greenwood,Manchester United,ENG 1,motm,81,Midfielder,85,83,78,82,43,73,3,5,H/M,Left,"2,018",0,1,31,1825,7,6.975748036056757,2,2.4278998095542192,67,14,2,0,7,6.975748036056757,14.031832756474614,5.954058945178986,2,73,44,1,4
432,Luke Shaw,Manchester United,ENG 1,gold,81,Defender,79,53,74,78,80,78,3,2,M/M,Left,"2,024",1,4,32,2659,1,0.6931251157075167,5,6.471944944933057,11,72,8,0,1,0.6931251157075167,12.844046253710983,10.096231952309608,2,73,44,1,2
1220,Jonathan David,LOSC Lille,FRA 1,goldif,81,Attacker,89,82,75,82,29,71,3,5,H/H,Right,"1,922",0,3,37,2375,13,10.193992603570225,2,2.657282277010381,55,34,0,0,13,10.193992603570225,15.72020023316145,3.3598841540515423,1,64,23,3,1
1391,Jordi Masip,Real Valladolid,ESP 1,gold,81,GK,82,82,72,84,65,77,1,4,M/M,Right,988,0,1,25,2250,0,0.0,0,0.0,0,0,3,0,0,0.0,0.540965411812067,0.540965411812067,19,34,57,2,3
1363,Amine Harit,FC Schalke 04,GER 1,goldif,81,Midfielder,77,72,79,86,49,53,5,3,H/M,Right,"1,919",0,0,28,2123,2,1.570904172025621,5,4.626864450052381,22,50,4,0,2,1.570904172025621,7.832762910053134,3.475558150559664,18,25,86,4,4
1238,Wahbi Khazri,AS Saint-Étienne,FRA 1,goldif,81,Attacker,78,85,82,84,47,73,4,4,H/H,Right,"2,065",0,0,22,1209,7,5.212769657373428,1,1.375900766812265,32,20,5,1,4,2.9324842132627964,4.466799700632691,1.2037279345095158,11,42,54,3,1
1260,Matheus Pereira,West Bromwich Albion,ENG 1,goldif,81,Midfielder,84,80,81,84,44,70,4,3,H/M,Left,"2,052",0,1,33,2594,11,6.948316538706422,6,6.355539299547672,65,58,2,1,7,3.9036410860717297,10.857054157182574,3.75792377255857,19,35,76,1,4
1239,Stephane Ruffier,AS Saint-Étienne,FRA 1,gold-nr,81,GK,80,81,74,81,47,82,1,3,M/M,Right,879,0,0,17,209,0,0.0941241979598999,0,0.0296770241111516,2,2,0,0,0,0.0941241979598999,0.1730261659249663,0.1566403349861502,11,42,54,3,3
1338,Roberto Pereyra,Udinese,ITA 1,goldif,81,Midfielder,80,78,82,84,65,71,4,4,H/M,Right,"2,147",0,1,34,2949,5,4.137737431563437,7,4.314292633906007,28,45,8,0,4,3.37643859628588,13.599072700366378,6.878924558870494,14,42,58,5,4
1259,Matheus Pereira,West Bromwich Albion,ENG 1,goldif,81,Midfielder,84,80,81,84,44,70,4,3,H/M,Left,"2,052",0,1,33,2594,11,6.948316538706422,6,6.355539299547672,65,58,2,1,7,3.9036410860717297,10.857054157182574,3.75792377255857,16,40,46,1,4
409,Thomas Delaney,Borussia Dortmund,GER 1,gold,81,Midfielder,77,73,73,75,82,82,3,4,L/H,Left,"2,143",0,4,20,1295,1,0.4729680493474006,1,0.2030869107693433,9,5,6,0,1,0.4729680493474006,7.80404057353735,7.480651497840881,3,75,46,4,4
408,Thomas Meunier,Borussia Dortmund,GER 1,gold,81,Defender,77,73,76,74,77,84,3,4,H/M,Right,"2,081",0,2,21,1478,1,0.6779451202601194,1,1.6704818583093584,12,15,3,0,1,0.6779451202601194,8.257116300519556,7.558734375983477,3,75,46,4,2
615,Claudio Bravo,Real Betis Balompié,ESP 1,goldif,81,GK,83,82,88,82,60,81,1,3,M/M,Right,"1,090",0,1,20,1800,0,0.0,0,0.0820737071335315,0,3,3,0,0,0.0,2.603414319455624,2.5213405955582857,6,50,50,2,3
636,Alessio Cragno,Cagliari,ITA 1,gold,81,GK,84,78,69,88,39,76,1,3,M/M,Right,813,0,0,34,3060,0,0.0,0,0.0,0,0,1,0,0,0.0,2.261312359943986,2.261312359943986,16,43,59,5,3
1313,Jeroen Zoet,Spezia,ITA 1,goldif,81,GK,82,80,82,83,57,83,1,4,M/M,Right,932,0,0,7,605,0,0.0,0,0.0,0,0,1,0,0,0.0,0.6374383680522442,0.6374383680522442,15,52,72,5,3
662,Moussa Dembele,Lyon,FRA 1,gold,81,Attacker,81,79,62,76,30,83,3,3,H/M,Right,"1,854",0,3,16,653,1,4.998428445309401,0,0.7318782294169068,29,7,3,0,1,4.998428445309401,6.779896724969149,1.689988695085049,4,81,43,3,1
663,Houssem Aouar,Lyon,FRA 1,gold,81,Midfielder,76,75,80,84,66,69,4,3,H/M,Right,"2,071",1,3,30,1800,7,10.597569551318884,3,3.766579961404205,70,36,3,1,5,9.07737930305302,18.62202624976635,6.645680251531303,4,81,43,3,4
707,Paco Alcacer,Villarreal CF,ESP 1,gold,81,Attacker,78,84,67,80,35,62,3,4,M/L,Right,"1,919",0,1,27,1568,6,8.916551200672984,4,3.049871601164341,37,16,0,0,5,7.429995974525809,10.210292404517531,1.4602996949106457,7,60,44,2,1
728,Franck Ribery,Fiorentina,ITA 1,gold,81,Attacker,74,74,82,86,30,53,5,5,M/M,Right,"1,868",0,1,29,2195,2,2.8616742491722107,6,5.521392501890659,21,35,6,1,2,2.8616742491722107,12.207906886935234,5.992202263325453,13,47,59,5,1
759,Jonny,Wolverhampton Wanderers,ENG 1,gold-nr,81,Defender,77,53,71,76,79,70,3,3,H/H,Right,"1,950",0,0,7,505,0,0.0517046526074409,0,0.0509008131921291,1,2,0,0,0,0.0517046526074409,0.333493878133595,0.2308884216472506,13,36,52,1,2
778,Richarlison,Everton,ENG 1,gold,81,Attacker,83,78,72,81,50,80,4,5,H/H,Right,"2,035",0,2,34,2883,7,10.67026119865477,3,3.3947611711919308,81,25,4,1,6,9.909092361107469,15.864714227616789,5.174452861770988,10,47,48,1,1
848,Walter Benitez,OGC Nice,FRA 1,gold,81,GK,80,79,77,83,48,80,1,2,M/M,Right,882,0,1,38,3420,0,0.0,0,0.0,0,0,3,0,0,0.0,4.964006682857871,4.964006682857871,9,50,53,3,3
379,Manuel Lazzari,Lazio,ITA 1,gold,81,Midfielder,89,62,77,82,54,63,3,3,H/H,Right,"1,893",0,2,32,2627,2,2.2203277284279466,5,3.4361851047724485,24,28,2,1,2,2.2203277284279466,12.539710402488708,7.61822671815753,6,61,55,5,4
378,Joaquin Correa,Lazio,ITA 1,gold,81,Attacker,84,75,77,85,39,69,4,4,H/M,Right,"1,928",0,2,28,1948,8,7.407988777384162,3,2.480826238170266,54,29,1,1,7,6.646689957007766,11.752042971551418,4.365454064682126,6,61,55,5,1
894,Capa,Athletic Club de Bilbao,ESP 1,gold,81,Defender,83,65,77,79,75,88,3,3,H/H,Right,"2,110",0,1,28,2145,2,1.1231351252645254,1,1.305516954511404,12,16,5,0,2,1.1231351252645254,5.133365927264094,3.613669795915485,10,46,42,2,2
895,Inaki Williams,Athletic Club de Bilbao,ESP 1,gold,81,Attacker,94,79,72,78,39,81,4,2,H/M,Right,"1,978",0,3,38,2395,6,6.329020751640201,6,4.666911555454135,53,30,1,0,5,5.5859995018690825,13.477160463109612,4.231267023831606,10,46,42,2,1
1390,Shon Weissman,Real Valladolid,ESP 1,goldif,81,Attacker,82,84,66,80,30,70,2,4,H/M,Right,"1,883",0,0,32,2133,6,5.85554763674736,1,2.609985066577792,39,19,3,0,6,5.85554763674736,9.493848949670792,2.439347537234425,19,34,57,2,1
687,Kevin Kampl,RB Leipzig,GER 1,gold,81,Midfielder,69,67,80,85,63,62,3,4,H/H,Right,"2,006",0,2,27,1954,0,1.217918910086155,1,1.6691297506913545,14,15,6,0,0,1.217918910086155,12.201563440263271,10.11917306482792,2,60,32,4,4
1320,Nicolas De Preville,Girondins de Bordeaux,FRA 1,goldif,81,Attacker,81,82,81,82,44,75,3,3,H/M,Right,"2,107",0,0,33,1595,1,3.7293822523206472,2,3.779908767901361,38,32,3,0,1,3.7293822523206472,8.873145247809589,4.4055996257811785,12,42,56,3,1
39,Joao Felix,Atlético de Madrid,ESP 1,gold,81,Attacker,81,81,74,83,40,69,5,4,M/M,Right,"1,994",0,6,31,1558,7,5.802793696522713,5,4.21087556425482,39,21,6,0,6,4.3162384033203125,11.091048919595778,4.761937831528485,1,67,25,2,1
178,Sami Khedira,Hertha BSC,GER 1,gold,81,Midfielder,45,74,77,77,79,78,2,4,M/M,Right,"2,020",0,3,9,384,0,0.0458930246531963,1,0.7879008576273918,1,3,1,0,0,0.0458930246531963,1.5523749496787786,1.120952246710658,14,41,52,4,4
112,Benjamin Pavard,Bayern München,GER 1,gold,81,Defender,69,53,73,72,81,76,3,3,M/H,Right,"1,974",0,2,24,1945,0,0.2527241464704275,0,1.4815785773098469,10,13,3,0,0,0.2527241464704275,10.882865178398788,9.449053923599422,1,99,44,4,2
35,Hector Herrera,Atlético de Madrid,ESP 1,gold,81,Midfielder,71,75,75,76,78,83,3,4,H/H,Right,"2,093",0,2,16,669,0,0.3088603150099516,1,1.1008701100945473,7,7,2,0,0,0.3088603150099516,4.650032928213477,4.477017566561699,1,67,25,2,4
34,Lucas Torreira,Atlético de Madrid,ESP 1,gold,81,Midfielder,74,67,75,79,79,74,3,3,M/H,Right,"2,063",0,3,19,492,1,0.1049209791235625,0,0.644200349226594,3,3,2,0,1,0.1049209791235625,2.967725947499275,2.2410153783857822,1,67,25,2,4
33,Moussa Dembele,Atlético de Madrid,ESP 1,champsrare,81,Attacker,81,79,62,76,30,83,3,3,H/M,Right,"1,854",0,3,5,89,0,1.1968799233436584,0,0.0256616454571485,6,1,0,0,0,1.1968799233436584,1.964848339557648,0.7679683696478605,1,67,25,2,1
61,Benjamin Mendy,Manchester City,ENG 1,gold,81,Defender,80,54,77,77,77,77,3,3,H/L,Left,"1,988",0,3,13,955,2,0.3341408912092447,1,0.301439743489027,6,5,2,0,2,0.3341408912092447,2.7691368013620377,2.3486025109887123,1,83,32,1,2
263,Juan Cuadrado,Juventus,ITA 1,gold,81,Defender,89,72,78,87,72,64,5,3,H/M,Right,"2,141",1,7,30,2185,2,2.450692845508456,10,9.995606675744057,19,60,9,1,1,1.6893940083682537,17.964835150167346,13.353020135313272,4,77,38,5,2
62,Ferran Torres,Manchester City,ENG 1,gold,81,Midfielder,82,76,78,80,34,64,4,4,H/M,Right,"1,883",0,4,24,1305,7,5.728707629255951,2,2.202425992116332,36,18,1,0,7,5.728707629255951,10.002996038645506,2.9583620112389326,1,83,32,1,4
232,Matteo Politano,Napoli,ITA 1,gold,81,Midfielder,83,77,78,84,42,55,4,4,H/M,Left,"1,946",0,2,37,1913,9,6.307764271274209,4,3.720510650426149,62,35,3,0,9,6.307764271274209,14.585710383951664,6.681765949353576,5,86,41,5,4
84,Presnel Kimpembe,Paris Saint-Germain,FRA 1,gold,81,Defender,73,39,67,67,80,84,2,3,H/H,Left,"1,823",1,5,28,2315,0,0.1376273054629564,0,0.2654191879555583,4,4,6,1,0,0.1376273054629564,9.965327039361,9.85547822713852,2,86,28,3,2
153,Goncalo Guedes,Valencia CF,ESP 1,gold,81,Midfielder,87,79,76,81,36,69,4,4,H/M,Right,"1,952",0,1,31,2310,5,3.051467213779688,5,4.022437751293182,51,34,3,1,5,3.051467213779688,9.700763842090964,4.904530845582485,13,50,53,2,4
152,Jasper Cillessen,Valencia CF,ESP 1,gold-nr,81,GK,81,80,77,79,54,80,1,3,M/M,Right,924,0,1,10,900,0,0.0,0,0.0,0,0,0,0,0,0.0,0.3932249909266829,0.3932249909266829,13,50,53,2,3
83,Pablo Sarabia,Paris Saint-Germain,FRA 1,gold,81,Attacker,73,76,82,82,57,57,4,4,H/M,Left,"1,967",0,1,27,1301,6,6.447020374238491,4,6.228980239480734,37,25,2,0,6,6.447020374238491,15.727400217205286,5.168178029358387,2,86,28,3,1
137,Xherdan Shaqiri,Liverpool,ENG 1,gold,81,Midfielder,79,77,80,83,46,67,5,4,M/M,Left,"2,004",0,3,14,534,0,0.424720536917448,2,2.510420076549053,11,19,2,0,0,0.424720536917448,4.585736162960529,2.1229257490485907,3,68,42,1,4
138,Naby Keita,Liverpool,ENG 1,gold,81,Midfielder,71,73,76,87,65,66,4,4,H/M,Right,"2,019",0,2,10,525,0,0.3932588808238506,0,0.9129509925842284,9,6,1,0,0,0.3932588808238506,3.590221043676138,2.329714197665453,3,68,42,1,4
82,Alessandro Florenzi,Paris Saint-Germain,FRA 1,gold,81,Defender,81,77,76,79,77,73,4,3,H/H,Right,"2,179",0,5,21,1551,2,2.480482779443264,1,2.398160906508565,21,18,1,0,2,2.480482779443264,9.193699419498444,5.731903513893485,2,86,28,3,2
38,Renan Lodi,Atlético de Madrid,ESP 1,gold,81,Defender,84,67,76,81,75,75,4,3,H/M,Left,"2,096",0,2,23,1110,1,0.721710778772831,2,1.8819154798984528,11,12,3,0,1,0.721710778772831,10.125432321801782,8.008895486593246,1,67,25,2,2
81,Thilo Kehrer,Paris Saint-Germain,FRA 1,motm,81,Defender,78,48,70,72,83,80,3,5,M/H,Right,"1,941",0,1,24,1603,0,0.4015049580484628,0,0.5768358688801527,6,3,3,0,0,0.4015049580484628,7.732236376963556,7.070740017108619,2,86,28,3,2
60,Ruben Dias,Manchester City,ENG 1,champsrare,81,Defender,65,38,54,60,83,84,2,4,M/H,Right,"1,702",1,4,32,2848,1,1.9530213214457035,0,0.105596100911498,14,3,4,0,1,1.9530213214457035,16.681801237165928,16.560106702148914,1,83,32,1,2
262,Adrien Rabiot,Juventus,ITA 1,gold,81,Midfielder,72,74,78,80,77,79,3,3,M/M,Left,"2,114",0,2,34,2310,4,2.824279246851802,2,1.773316403850913,33,10,5,1,4,2.824279246851802,13.158003136515616,9.666411442682149,4,77,38,5,4
307,Christian Pulisic,Chelsea,ENG 1,gold,81,Attacker,89,70,72,84,37,59,4,4,M/M,Right,"1,882",0,3,27,1739,4,6.775412477552891,2,2.761232169345021,43,25,2,0,4,6.775412477552891,14.59385794773698,7.101119593717158,4,58,36,1,1
36,Thomas Lemar,Atlético de Madrid,ESP 1,gold,81,Midfielder,80,76,81,84,59,62,4,3,M/M,Left,"2,072",0,2,27,1396,1,1.7742906976491213,3,2.000503024086356,23,21,4,0,1,1.7742906976491213,9.176748940721154,7.357213135808706,1,67,25,2,4
37,Stefan Savic,Atlético de Madrid,ESP 1,gold-nr,81,Defender,61,35,54,57,84,72,2,3,M/H,Right,"1,614",0,1,33,2954,1,0.6509016519412398,0,0.1124634779989719,7,2,13,0,1,0.6509016519412398,13.397840918973088,13.285377385094762,1,67,25,2,2
310,Ben Chilwell,Chelsea,ENG 1,gold,81,Defender,76,52,74,78,77,75,3,3,H/H,Left,"1,986",0,4,27,2296,3,2.984890399500728,5,2.455677840858698,27,30,3,0,3,2.984890399500728,11.330961346626282,8.155131921172142,4,58,36,1,2
309,Antonio Rudiger,Chelsea,ENG 1,gold,81,Defender,70,43,67,64,82,80,2,3,M/H,Right,"1,806",0,2,19,1710,1,1.1399364518001676,0,0.3058073613792658,14,4,0,0,1,1.1399364518001676,9.137650460004808,9.044836282730104,4,58,36,1,2
308,Marcos Alonso,Chelsea,ENG 1,gold,81,Defender,65,75,78,77,77,79,3,3,H/L,Left,"2,122",0,2,13,962,2,1.8240782842040064,0,1.7216993779875338,22,15,2,0,2,1.8240782842040064,4.643395733088255,2.536423623561859,4,58,36,1,2
114,Alphonso Davies,Bayern München,GER 1,gold,81,Defender,96,67,69,82,76,76,4,4,H/M,Left,"2,064",1,5,23,1771,1,0.1308335745707154,2,1.885762069374323,4,20,2,1,1,0.1308335745707154,13.968155279755592,12.65981374680996,1,99,44,4,2
113,Javi Martinez,Bayern München,GER 1,gold,81,Midfielder,37,55,69,64,84,80,2,3,L/M,Right,"1,839",0,3,19,437,0,0.0691004348918795,0,0.4240148961544037,2,1,0,0,0,0.0691004348918795,1.4798592431470752,1.4798592431470752,1,99,44,4,4
