,Player,Team,League,Version,OVR,POS,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats,tots,special cards,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup,Team position,Team Goals for,Team Goals against,League-label,Pos-label
440,Nicolas Pepe,Arsenal,ENG 1,gold,81,Midfielder,88,79,75,83,36,65,4,2,H/M,Left,"1,955",0,0,9,493,0,1.9659019708633425,1,1.2396217733621595,16,11,0,0,0,1.9659019708633425,3.5325876474380493,0.9663539379835128,4,33,25,1,4
1085,David Soria,Getafe CF,ESP 1,gold-nr,81,GK,81,80,72,82,43,80,1,3,M/M,Right,878,0,0,19,1710,0,0.0,0,0.0,0,0,3,0,0,0.0,0.7577517479658127,0.7577517479658127,16,13,21,2,3
104,Donny van de Beek,Manchester United,ENG 1,gold,81,Midfielder,68,78,76,79,72,77,3,3,H/M,Right,"2,090",0,0,7,58,1,0.6744329929351807,0,0.3933870494365692,1,3,0,0,1,0.6744329929351807,1.568616360425949,0.5554127991199493,7,30,27,1,4
105,Anthony Martial,Manchester United,ENG 1,gold,81,Attacker,87,80,73,85,35,68,4,4,L/L,Right,"1,952",0,1,7,194,1,1.0657398700714111,0,0.0,4,0,0,0,1,1.0657398700714111,1.575853519141674,1.1580424308776855,7,30,27,1,1
106,Fred,Manchester United,ENG 1,gold,81,Midfielder,77,66,77,81,75,71,4,4,H/H,Left,"2,105",0,1,15,1182,2,0.3277162462472915,1,0.4880731953307986,7,13,4,0,2,0.3277162462472915,3.636887684464455,2.9794466430321336,7,30,27,1,4
464,Willi Orban,RB Leipzig,GER 1,gold-nr,81,Defender,49,36,52,55,84,80,2,3,M/M,Right,"1,615",0,0,13,1121,0,1.0602855924516916,1,1.0246425857767465,11,4,1,0,0,1.0602855924516916,4.726895938627422,4.250399804674089,9,34,23,4,2
465,Christopher Nkunku,RB Leipzig,GER 1,gold,81,Midfielder,79,74,81,85,69,65,4,3,M/M,Right,"2,084",0,7,17,1477,7,7.698853902518749,5,4.798040094785392,45,32,0,0,7,7.698853902518749,15.622533291578293,4.529961669817567,9,34,23,4,4
467,Nordi Mukiele,RB Leipzig,GER 1,gold,81,Defender,80,49,69,73,82,80,3,3,M/H,Right,"1,938",0,1,16,1024,1,1.196595449000597,0,0.5957578718662262,13,8,2,0,1,1.196595449000597,4.965739512816072,4.309719288721681,9,34,23,4,2
351,Hirving Lozano,Napoli,ITA 1,gold,81,Attacker,93,76,72,82,41,62,4,3,H/L,Right,"1,954",0,1,19,1002,2,3.111488813534379,3,1.3108139727264645,34,14,1,0,2,3.111488813534379,5.668255485594273,2.5828191796317697,3,37,15,5,1
329,Harvey Barnes,Leicester City,ENG 1,gold-nr,81,Midfielder,86,77,76,81,45,63,3,4,H/M,Right,"1,930",0,0,14,1050,2,2.268230486661196,2,1.2585084401071072,27,12,2,0,2,2.268230486661196,5.163021706044674,2.242656357586384,10,31,33,1,4
1024,Darwin Machis,Granada CF,ESP 1,gold,81,Midfielder,88,80,75,83,38,70,4,4,H/M,Right,"1,979",0,1,12,768,2,0.6780538866296411,0,0.7438180763274431,16,10,1,0,2,0.6780538866296411,1.8415404865518208,0.8936936315149069,13,24,27,2,4
1006,Andrea Consigli,Sassuolo,ITA 1,gold-nr,81,GK,81,82,72,83,42,80,1,3,M/M,Right,808,0,0,19,1710,0,0.0,0,0.0620850287377834,0,1,2,0,0,0.0,3.053043170832097,2.990958142094314,10,36,33,5,3
986,Kalvin Phillips,Leeds United,ENG 1,gold-nr,81,Midfielder,67,65,75,75,78,82,3,3,M/H,Right,"2,035",0,0,12,1006,0,0.6855863500386477,1,1.1149944383651018,12,7,2,0,0,0.6855863500386477,2.590105138719082,2.3312252536416054,16,21,37,1,4
468,Kevin Kampl,RB Leipzig,GER 1,gold,81,Midfielder,70,67,81,85,63,62,3,4,H/H,Right,"2,010",0,0,15,1014,0,0.3244789000600576,1,1.3737568315118551,5,9,2,0,0,0.3244789000600576,6.837173793464899,5.962194075807929,9,34,23,4,4
469,Konrad Laimer,RB Leipzig,GER 1,gold,81,Midfielder,81,68,77,78,80,77,3,3,M/H,Right,"2,078",0,0,12,436,1,0.8746261931955814,0,0.7475291546434164,5,6,0,0,1,0.8746261931955814,5.185042053461075,4.313417196273804,9,34,23,4,4
292,Danilo,Juventus,ITA 1,gold-nr,81,Defender,73,67,73,74,82,79,3,4,M/H,Right,"2,075",0,1,11,905,0,0.1318041980266571,1,0.1707491315901279,5,3,4,0,0,0.1318041980266571,2.687889162451029,2.437117327004671,5,32,21,5,2
965,Lucas Paqueta,Lyon,FRA 1,gold,81,Midfielder,74,75,79,83,69,78,4,3,H/H,Left,"2,122",0,1,17,1221,6,6.589115865528584,3,1.567603413015604,49,20,3,0,5,5.829020723700523,10.766072299331428,4.5545804388821125,11,27,27,3,4
964,Houssem Aouar,Lyon,FRA 1,gold,81,Midfielder,75,75,81,85,66,71,4,3,H/L,Right,"2,089",0,1,18,1456,3,4.008634056895971,2,2.654388800263405,41,18,0,0,3,4.008634056895971,10.615157313644886,5.000369250774384,11,27,27,3,4
350,Piotr Zielinski,Napoli,ITA 1,gold,81,Midfielder,81,75,81,85,70,61,4,5,M/M,Right,"2,065",0,0,19,1192,5,2.222939882427454,5,3.531706031411886,27,38,0,0,5,2.222939882427454,7.209527000784874,2.846719430759549,3,37,15,5,4
293,Adrien Rabiot,Juventus,ITA 1,gold,81,Midfielder,76,74,76,80,76,79,3,3,M/M,Left,"2,084",0,0,16,1074,0,0.8255393952131271,1,0.711652148514986,16,6,1,0,0,0.8255393952131271,3.16431275755167,2.3910365514457226,5,32,21,5,4
147,Lucas Moura,Tottenham Hotspur,ENG 1,gold,81,Midfielder,90,79,70,86,43,68,4,4,H/M,Right,"2,034",0,1,17,1223,2,2.805746309459209,3,3.007668621838093,28,22,2,0,2,2.805746309459209,7.733240693807602,3.785269098356366,6,23,20,1,4
877,Kurt Zouma,West Ham United,ENG 1,gold-nr,81,Defender,65,51,63,57,81,85,2,3,M/M,Right,"1,846",0,1,11,975,1,0.5281179584562778,0,0.0638545304536819,3,1,1,0,1,0.5281179584562778,1.9553656615316868,1.8915111310780048,5,37,27,1,2
262,Manuel Lazzari,Latium,ITA 1,gold,81,Defender,92,62,77,82,70,65,3,3,H/H,Right,"1,988",0,0,16,686,1,0.4353609457612037,0,0.5474353209137917,6,3,1,0,1,0.4353609457612037,1.7107754163444042,1.268860999494791,8,43,39,5,2
1240,Steve Mandanda,Olympique de Marseille,FRA 1,gold-nr,81,GK,80,80,78,81,49,81,1,3,M/M,Right,875,0,0,4,360,0,0.0,0,0.0544294714927673,0,1,0,0,0,0.0,0.341107964515686,0.2866784930229187,3,27,15,3,3
1218,Andy Delort,OGC Nice,FRA 1,gold,81,Attacker,84,82,73,75,37,85,3,3,H/H,Right,"2,002",0,1,17,1363,7,8.398066805675626,2,4.203741326928139,60,28,3,0,6,7.63803725130856,10.631562465801837,1.752538613975048,2,32,17,3,1
1127,Andrea Belotti,Torino,ITA 1,gold-nr,81,Attacker,76,81,59,78,38,83,3,5,H/H,Right,"1,906",0,0,9,486,2,0.9117655884474516,1,0.351870977319777,15,5,0,0,2,0.9117655884474516,1.536970218643546,0.8699468150734901,9,27,19,5,1
16,Leandro Paredes,Paris Saint-Germain,FRA 1,gold,81,Midfielder,66,71,83,79,76,79,4,4,M/M,Right,"2,127",0,0,7,296,0,0.0127897802740335,1,0.098323568701744,1,1,1,0,0,0.0127897802740335,3.326198011636734,3.21508464217186,1,40,18,3,4
15,Danilo Pereira,Paris Saint-Germain,FRA 1,gold-nr,81,Midfielder,64,63,71,73,80,86,3,3,M/H,Right,"1,969",0,0,12,835,1,0.814145983196795,0,0.0824661925435066,5,2,2,0,1,0.814145983196795,4.519429922103882,4.336967766284943,1,40,18,3,4
370,Maximilian Arnold,VfL Wolfsburg,GER 1,gold,81,Midfielder,65,81,79,78,76,74,3,2,H/M,Left,"2,110",0,2,17,1487,1,0.9181988276541232,0,2.3211549445986748,22,34,4,0,1,0.9181988276541232,4.59503660351038,3.754028063267469,14,17,30,4,4
249,Reece James,Chelsea,ENG 1,gold,81,Defender,80,58,77,77,76,80,3,3,H/M,Right,"2,047",0,2,16,1114,4,1.8819010388106108,5,3.712312541902065,21,31,4,1,4,1.8819010388106108,9.492686381563544,6.434538744390011,2,45,16,1,2
1152,Martin Dubravka,Newcastle United,ENG 1,gold-nr,81,GK,79,78,80,82,46,79,1,2,M/M,Right,931,0,0,7,630,0,0.0,0,0.0,0,0,0,0,0,0.0,0.3168018087744713,0.3168018087744713,19,19,42,1,3
758,Goncalo Guedes,Valencia CF,ESP 1,gold,81,Midfielder,86,79,76,82,36,68,4,4,H/L,Right,"1,948",0,0,19,1497,6,3.846051096916199,4,3.9939204333350062,42,26,2,0,6,3.846051096916199,10.048554185777904,4.471877742558718,10,32,32,2,4
757,Jasper Cillessen,Valencia CF,ESP 1,gold-nr,81,GK,81,80,79,80,54,81,1,3,M/M,Right,926,0,0,13,1170,0,0.0,1,0.0169620215892791,0,1,1,0,0,0.0,2.421648271381855,2.4046862572431564,10,32,32,2,3
756,Carlos Soler,Valencia CF,ESP 1,gold,81,Midfielder,78,77,82,79,71,71,3,4,M/M,Right,"2,113",0,0,15,1166,7,6.165536290034652,2,1.887211225926876,20,28,3,0,2,2.4491481240838766,4.995776070281863,2.837239248678088,10,32,32,2,4
201,Lucas Vazquez,Real Madrid,ESP 1,gold,81,Attacker,82,73,79,80,69,69,4,4,H/M,Right,"2,086",0,1,15,882,1,0.9160943441092968,0,0.9646887630224228,9,17,0,0,1,0.9160943441092968,5.21549135260284,3.968768943101168,1,45,18,2,1
396,Paco Alcacer,Villarreal CF,ESP 1,gold,81,Attacker,77,84,69,81,35,61,3,4,M/L,Right,"1,923",0,0,9,407,0,1.1126073859632015,2,1.367116328328848,8,5,1,0,0,1.1126073859632015,2.9423133470118046,1.7023395597934723,8,33,22,2,1
1175,James Ward-Prowse,Southampton,ENG 1,gold-nr,81,Midfielder,59,74,86,78,67,73,3,3,M/H,Right,"2,075",0,1,17,1512,5,3.07552776299417,1,1.8333236575126648,25,31,2,1,2,0.7920212242752314,5.338001936674118,4.341944897547364,14,20,29,1,4
738,Yeray,Athletic Club de Bilbao,ESP 1,gold-nr,81,Defender,68,49,62,64,82,77,2,3,M/M,Right,"1,854",0,0,11,990,0,0.2424325086176395,0,0.1209409181028604,5,3,4,0,0,0.2424325086176395,3.000339418649673,2.9089438691735268,9,20,17,2,2
737,Inigo Martinez,Athletic Club de Bilbao,ESP 1,gold-nr,81,Defender,71,56,66,64,81,79,2,3,M/M,Left,"1,916",0,0,15,1345,2,1.3295696545392277,0,0.2314288597553968,17,3,4,2,2,1.3295696545392277,2.516834842041135,2.368089901283384,9,20,17,2,2
736,Inaki Williams,Athletic Club de Bilbao,ESP 1,gold,81,Attacker,94,79,72,78,37,81,4,2,H/M,Right,"1,975",0,1,20,1597,5,6.2187901847064495,2,5.180496364831924,47,19,1,0,5,6.2187901847064495,13.708070445805788,3.1818098621442914,9,20,17,2,1
1197,Burak Yilmaz,LOSC Lille,FRA 1,gold-nr,81,Attacker,79,83,69,73,34,79,3,4,H/M,Right,"1,918",0,1,17,1318,5,7.925722571089864,3,4.014352772384882,44,16,6,0,3,6.405532302334905,9.18383364751935,1.2969895377755165,10,26,26,3,1
218,Julian Brandt,Borussia Dortmund,GER 1,gold,81,Midfielder,73,75,80,84,48,66,4,4,H/M,Right,"1,961",0,1,14,981,5,1.9150001555681229,4,2.7943573892116547,14,23,0,0,5,1.9150001555681229,8.251302272081375,6.110689595341682,2,44,28,4,4
1239,Arkadiusz Milik,Olympique de Marseille,FRA 1,gold-nr,81,Attacker,64,84,67,76,39,71,4,3,M/M,Left,"1,893",0,0,10,612,1,2.964686131104827,0,0.6588114276528358,22,8,0,0,1,2.964686131104827,3.547314342111349,0.8646696489304304,3,27,15,3,1
1064,Marko Arnautovic,Bologna,ITA 1,gold-nr,81,Attacker,79,81,79,78,44,82,4,4,M/L,Right,"2,049",0,1,17,1413,6,7.644509075209498,1,1.4608064694330096,42,18,3,0,4,5.360612539574504,7.428280000574887,2.4263318609446287,12,27,31,5,1
263,Lucas Leiva,Latium,ITA 1,gold-nr,81,Midfielder,56,65,73,76,82,69,3,3,L/H,Right,"1,991",0,0,18,771,0,0.094626335427165,0,0.0612087482586503,3,2,3,0,0,0.094626335427165,3.72310084104538,3.5672657527029514,8,43,39,5,4
65,Renan Lodi,Atlético de Madrid,ESP 1,gold,81,Defender,84,67,76,81,77,75,4,3,H/M,Left,"2,106",0,1,15,503,0,0.4898935277014971,1,0.952511504292488,6,6,1,0,0,0.4898935277014971,3.391411904245615,2.0089550726115704,4,33,24,2,2
149,Reguilon,Tottenham Hotspur,ENG 1,gold,81,Defender,86,58,75,78,78,70,3,3,H/H,Left,"1,988",0,1,17,1293,1,1.3960258476436138,3,2.3056998141109943,10,17,3,0,1,1.3960258476436138,5.599101053550839,3.3248401638120413,6,23,20,1,2
854,Edmond Tapsoba,Bayer 04 Leverkusen,GER 1,gold,81,Defender,75,52,65,69,82,79,2,3,M/H,Right,"1,864",0,1,9,684,1,0.1155659332871437,0,0.0,1,0,1,0,1,0.1155659332871437,3.867811850272119,3.867811850272119,5,42,30,4,2
571,Dominic Calvert-Lewin,Everton,ENG 1,gold,81,Attacker,83,77,64,77,39,82,3,3,H/M,Right,"1,913",0,0,4,343,3,4.112690687179565,0,0.1392144635319709,15,3,0,0,1,1.8292209655046463,2.0615689381957054,0.1094082780182361,15,23,32,1,1
148,Giovani Lo Celso,Tottenham Hotspur,ENG 1,gold,81,Midfielder,75,76,82,83,69,73,4,3,H/H,Left,"2,118",0,0,8,209,0,0.7339939046651125,0,1.0649307779967785,9,5,0,0,0,0.7339939046651125,1.3751990366727114,0.7179043963551521,6,23,20,1,4
811,James Tarkowski,Burnley,ENG 1,gold-nr,81,Defender,57,45,67,65,82,81,2,4,L/H,Right,"1,819",0,0,16,1440,1,2.190916059538722,2,0.1178233250975608,14,2,6,0,1,2.190916059538722,2.604156400077045,2.547700573690236,18,16,27,1,2
594,Danny Ings,Aston Villa,ENG 1,gold-nr,81,Attacker,79,84,70,80,45,70,3,4,H/H,Right,"1,998",0,1,14,1047,4,2.9362498708069324,2,0.2188359797000885,21,4,1,0,3,2.17508103325963,3.144786158576608,1.1370589844882488,13,25,30,1,1
793,Jordan Veretout,Roma FC,ITA 1,gold,81,Midfielder,76,75,80,80,76,79,3,3,M/M,Right,"2,169",0,0,19,1605,4,3.639448350295425,5,3.7121240943670273,19,37,5,0,3,2.116850709542632,8.12287263572216,5.301509963348508,7,35,28,5,4
792,Lorenzo Pellegrini,Roma FC,ITA 1,gold,81,Midfielder,78,73,81,80,72,77,3,3,M/M,Right,"2,131",0,0,14,1167,5,3.3576077707111835,3,4.737605391070247,46,41,2,1,5,3.3576077707111835,7.594880539923906,3.08267130702734,7,35,28,5,4
1084,Dakonam Djene,Getafe CF,ESP 1,gold-nr,81,Defender,69,37,62,62,83,79,2,4,M/H,Right,"1,787",0,0,17,1502,0,0.1132913921028375,0,0.105071235448122,3,5,5,1,0,0.1132913921028375,2.0941854622215037,2.0602861549705267,16,13,21,2,2
616,Joaquin,Real Betis Balompié,ESP 1,gold-nr,81,Midfielder,68,80,84,81,44,55,4,3,H/M,Right,"1,910",0,0,9,83,0,0.3527170196175575,1,0.691209364682436,6,5,0,0,0,0.3527170196175575,1.3030878864228723,0.546777568757534,3,33,24,2,4
66,Hector Herrera,Atlético de Madrid,ESP 1,gold,81,Midfielder,70,75,76,76,78,84,3,4,M/M,Right,"2,103",0,0,9,266,0,0.2480766801163554,0,0.4004335775971412,5,6,1,0,0,0.2480766801163554,0.9770989781245588,0.6535378210246563,4,33,24,2,4
617,Rui Silva,Real Betis Balompié,ESP 1,gold,81,GK,82,76,75,84,31,83,1,3,M/M,Right,814,0,0,12,1080,0,0.0,0,0.0,0,0,1,0,0,0.0,2.213258646428585,2.213258646428585,3,33,24,2,3
422,Arturo Vidal,Inter,ITA 1,gold,81,Midfielder,65,79,79,79,82,82,3,4,H/H,Right,"2,208",0,1,12,341,1,1.178763845935464,1,0.5090505331754684,10,5,2,0,1,1.178763845935464,3.919752076268196,2.311933148652315,1,51,16,5,4
855,Moussa Diaby,Bayer 04 Leverkusen,GER 1,gold,81,Attacker,94,67,73,85,41,53,4,2,H/L,Left,"1,837",0,2,15,1277,5,2.0326795019209385,6,3.787486890330911,24,23,7,1,5,2.0326795019209385,9.259461961686611,4.150754488073289,5,42,30,4,1
425,Alexis Sanchez,Inter,ITA 1,gold-nr,80,Attacker,78,76,78,83,43,68,4,3,H/H,Right,"2,006",0,0,12,375,2,2.0871045142412186,2,1.3457707650959492,17,11,0,0,2,2.0871045142412186,5.596742779016495,2.715086463838816,1,51,16,5,1
1280,Lucas Torreira,Fiorentina,ITA 1,gold,80,Midfielder,74,67,74,79,79,75,3,3,M/H,Right,"2,059",0,0,16,1223,1,0.5496908463537693,1,1.155252850614488,8,12,2,0,1,0.5496908463537693,5.434850316494703,3.9332226663827896,6,34,29,5,4
1279,Jose Callejon,Fiorentina,ITA 1,gold-nr,80,Midfielder,77,76,76,81,48,59,3,3,H/M,Right,"1,935",0,0,19,1068,1,1.5479039223864677,2,2.085209803655744,14,18,0,0,1,1.5479039223864677,5.648902611806989,3.0010353196412325,6,34,29,5,4
397,Aissa Mandi,Villarreal CF,ESP 1,gold-nr,80,Defender,66,46,74,70,81,74,2,3,H/M,Right,"1,903",0,0,8,720,1,1.041806399822235,0,0.0207858365029096,5,1,2,0,1,1.041806399822235,2.834827095270157,2.7958632707595825,8,33,22,2,2
426,Stefano Sensi,Inter,ITA 1,gold-nr,80,Midfielder,67,60,83,83,67,59,4,4,M/M,Right,"1,991",0,0,9,156,0,0.4862056821584701,0,0.2592584453523159,2,4,0,0,0,0.4862056821584701,1.218556582927704,0.4861349333077669,1,51,16,5,4
1106,Joao Pedro,Cagliari,ITA 1,gold-nr,80,Attacker,72,78,77,81,41,74,4,4,H/M,Right,"1,964",0,1,20,1800,9,7.874196065589786,3,2.236751861870289,47,15,4,0,6,5.590299634262919,8.04322323948145,2.365523910149932,18,19,41,5,1
398,Francis Coquelin,Villarreal CF,ESP 1,gold,80,Midfielder,68,67,76,80,78,79,3,3,M/H,Right,"2,043",0,0,13,552,1,0.2087385207414627,1,0.4646448865532875,4,6,2,0,1,0.2087385207414627,4.257280059158802,3.6951975375413895,8,33,22,2,4
399,Geronimo Rulli,Villarreal CF,ESP 1,gold-nr,80,GK,80,79,78,80,54,79,1,3,M/M,Right,912,0,0,17,1530,0,0.0,0,0.0,0,0,1,0,0,0.0,1.997606199234724,1.997606199234724,8,33,22,2,3
1348,Teji Savanier,Montpellier HSC,FRA 1,gold-nr,80,Midfielder,67,74,83,82,69,69,4,4,H/M,Right,"2,074",0,3,16,1382,5,2.9482439514249563,6,3.0770604107528925,46,32,4,1,4,2.188148820772767,6.363536912947893,3.5323760230094194,5,33,24,3,4
1301,Roberto Pereyra,Udinese,ITA 1,gold,80,Midfielder,76,74,79,81,68,73,4,4,H/H,Right,"2,092",0,2,13,1015,2,1.7816423680633309,1,1.1129879150539637,10,14,3,1,1,1.0203435327857733,4.9070785492658615,3.177006708458066,14,28,34,5,4
427,Alessandro Bastoni,Inter,ITA 1,gold-nr,80,Defender,65,33,65,69,82,80,2,3,M/H,Left,"1,753",0,2,17,1370,0,0.1471954174339771,2,1.48477191478014,4,8,2,0,0,0.1471954174339771,8.8644905872643,8.699832785874605,1,51,16,5,2
1105,Diego Godin,Cagliari,ITA 1,gold-nr,80,Defender,57,48,63,61,80,78,2,3,M/H,Right,"1,789",0,0,11,820,0,0.2729056505486369,1,0.1548978602513671,7,2,3,0,0,0.2729056505486369,0.62296948954463,0.3692263215780258,18,19,41,5,2
1324,Embarba,RCD Espanyol,ESP 1,gold,80,Midfielder,83,77,78,79,55,72,4,4,H/H,Right,"2,054",0,1,18,1441,0,2.176136873662472,2,2.2504176665097475,33,30,2,0,0,2.176136873662472,5.083464726805687,2.047475680708885,11,22,22,2,4
897,Roger,Levante UD,ESP 1,gold-nr,80,Attacker,77,82,63,77,41,74,3,3,H/M,Right,"1,900",0,0,14,1086,3,4.098515456542373,1,1.765804797410965,20,9,4,0,2,2.6119602378457785,5.267015454359353,1.8975736694410443,20,21,41,2,1
441,Bukayo Saka,Arsenal,ENG 1,gold,80,Midfielder,84,68,76,82,65,64,3,3,H/M,Left,"1,995",0,2,20,1508,6,5.060035768896341,4,4.158592641353607,42,32,3,0,6,5.060035768896341,10.8730106074363,4.311633080244064,4,33,25,1,4
777,Joao Moutinho,Wolverhampton Wanderers,ENG 1,gold-nr,80,Midfielder,50,72,84,80,70,66,3,4,M/H,Right,"2,057",0,1,19,1580,1,0.66505694296211,0,1.968626020476222,12,23,2,0,1,0.66505694296211,5.829770650714636,4.585168484598398,8,14,14,1,4
794,Gianluca Mancini,Roma FC,ITA 1,gold-nr,80,Defender,61,45,50,59,80,84,2,3,M/H,Right,"1,678",0,0,19,1696,0,1.655752157792449,0,0.0881169959902763,17,2,6,1,0,1.655752157792449,4.843206860125065,4.784086741507053,7,35,28,5,2
618,Borja Iglesias,Real Betis Balompié,ESP 1,gold-nr,80,Attacker,65,80,64,74,35,80,3,3,H/M,Right,"1,801",0,0,15,505,3,3.341556180268526,0,0.6017942801117897,18,6,1,0,2,2.598278544843197,3.074769800528884,0.5198965072631836,3,33,24,2,1
1241,Dimitri Payet,Olympique de Marseille,FRA 1,gold-nr,80,Attacker,69,77,83,82,38,67,4,4,H/M,Right,"1,931",0,1,15,1292,7,4.2953059412539005,8,6.588424615561962,36,57,1,0,5,2.775115665048361,10.53863200545311,4.394714996218681,3,27,15,3,1
619,Bartra,Real Betis Balompié,ESP 1,gold-nr,80,Defender,71,61,72,73,80,74,3,3,H/M,Right,"1,983",0,0,8,643,0,0.1819763863459229,0,0.0490123443305492,5,2,0,0,0,0.1819763863459229,2.046427458524704,1.987985581159592,3,33,24,2,2
1243,Gerson,Olympique de Marseille,FRA 1,gold,80,Midfielder,74,64,79,80,78,77,3,2,M/M,Left,"2,074",0,0,17,1017,3,2.5095180068165064,2,1.501305589452386,12,13,2,0,3,2.5095180068165064,5.202935514971614,2.2334425821900368,3,27,15,3,4
663,Martin Hinteregger,Eintracht Frankfurt,GER 1,gold-nr,80,Defender,70,70,67,61,81,81,2,3,M/M,Left,"1,999",0,0,14,1260,1,0.9852255433797836,0,0.1276277713477611,11,2,2,0,1,0.9852255433797836,2.510804520919919,2.402526507154107,8,29,27,4,2
776,Nelson Semedo,Wolverhampton Wanderers,ENG 1,gold,80,Defender,82,57,68,81,75,75,4,3,M/M,Right,"1,952",0,1,17,1492,0,1.2595602944493294,0,0.7995970454066992,14,9,1,0,0,1.2595602944493294,4.311260296031833,2.349017085507512,8,14,14,1,2
442,Kieran Tierney,Arsenal,ENG 1,gold,80,Defender,84,60,75,77,75,79,3,3,H/H,Left,"2,021",0,1,14,1206,1,0.4927972229197621,3,0.8036787081509829,12,13,0,0,1,0.4927972229197621,3.488051950931549,2.574050143361092,4,33,25,1,2
760,Maximiliano Gomez,Valencia CF,ESP 1,gold-nr,80,Attacker,66,81,68,73,32,82,3,3,H/L,Right,"1,865",0,0,14,1069,2,1.94683101400733,1,1.7702324204146862,21,16,5,1,2,1.94683101400733,4.687391468323767,2.057579066604376,10,32,32,2,1
759,Daniel Wass,Valencia CF,ESP 1,gold-nr,80,Defender,74,77,80,77,76,76,3,3,M/M,Right,"2,131",0,0,18,1532,1,1.9237553179264069,1,0.5653613395988941,24,14,6,0,1,1.9237553179264069,4.743475307710469,3.493514151312411,10,32,32,2,2
741,Alex Berenguer,Athletic Club de Bilbao,ESP 1,gold-nr,80,Midfielder,82,76,75,81,63,65,3,4,H/M,Right,"2,042",0,0,18,1024,0,3.555476225912571,2,2.394240537658334,22,17,3,0,0,2.8121986016631126,7.114007230848074,3.264431595802307,9,20,17,2,4
740,Raul Garcia,Athletic Club de Bilbao,ESP 1,gold-nr,80,Attacker,41,82,81,78,65,83,3,3,M/M,Right,"2,090",0,1,18,1031,3,4.110216859728098,0,2.5276125762611628,27,10,1,0,3,3.366939250379801,5.826081644743681,1.6069529838860035,9,20,17,2,1
739,Unai Nunez,Athletic Club de Bilbao,ESP 1,gold-nr,80,Defender,72,22,49,50,81,76,2,2,M/H,Right,"1,513",0,0,7,484,0,0.6969149969518185,0,0.0837749559432268,6,2,1,0,0,0.6969149969518185,1.0309200901538134,1.0309200901538134,9,20,17,2,2
698,Ismael Bennacer,Milan,ITA 1,gold-nr,80,Midfielder,73,67,80,84,73,73,4,3,M/M,Left,"2,098",0,0,18,753,1,0.3505647666752338,1,1.3199239876121285,8,15,2,0,1,0.3505647666752338,3.958875982090831,2.9549589175730944,2,46,23,5,4
572,Michael Keane,Everton,ENG 1,gold-nr,80,Defender,55,49,65,65,82,80,2,3,L/H,Right,"1,778",0,0,18,1620,1,0.907507493160665,2,1.3396282345056534,13,8,0,0,1,0.907507493160665,2.4111479315906763,1.8117063492536545,15,23,32,1,2
856,Charles Aranguiz,Bayer 04 Leverkusen,GER 1,gold,80,Midfielder,65,71,80,77,76,72,3,4,M/H,Right,"2,084",0,0,11,748,1,0.7827923446893692,0,0.5966200772672892,4,7,2,0,1,0.7827923446893692,3.9482520073652263,3.398183949291706,5,42,30,4,4
535,Marko Dmitrovic,Sevilla FC,ESP 1,gold-nr,80,GK,77,79,78,81,37,80,1,2,M/M,Left,904,0,0,2,180,0,0.0,0,0.0,0,0,0,0,0,0.0,0.6840680837631226,0.6840680837631226,2,31,13,2,3
534,Joan Jordan,Sevilla FC,ESP 1,gold-nr,80,Midfielder,63,75,81,77,67,76,4,4,M/M,Right,"2,003",0,0,19,1311,0,0.8383762771263719,0,1.111594408750534,12,14,3,0,0,0.8383762771263719,5.813028953969479,4.873611051589251,2,31,13,2,4
1244,Boubacar Kamara,Olympique de Marseille,FRA 1,gold,80,Midfielder,74,50,72,73,79,78,3,3,M/H,Right,"1,909",0,0,15,1107,1,0.3760340502485633,0,0.7038499806076288,11,10,4,0,1,0.3760340502485633,5.251261146739125,4.698926344513893,3,27,15,3,4
1219,Walter Benitez,OGC Nice,FRA 1,gold-nr,80,GK,80,79,72,83,48,80,1,2,M/M,Right,887,0,0,19,1710,0,0.0,0,0.0,0,0,1,0,0,0.0,1.2389627024531364,1.2389627024531364,2,32,17,3,3
878,Vladimir Coufal,West Ham United,ENG 1,gold-nr,80,Defender,77,56,73,75,78,81,3,3,H/H,Right,"2,022",0,0,17,1268,0,0.4365875609219074,2,1.891851670108736,8,14,1,1,0,0.4365875609219074,6.483192190527916,4.909949529916048,5,37,27,1,2
879,Angelo Ogbonna,West Ham United,ENG 1,gold-nr,80,Defender,56,40,60,62,82,76,2,3,M/M,Left,"1,712",0,1,11,921,1,0.6117199659347534,0,0.0,3,0,1,0,1,0.6117199659347534,1.006217548623681,0.9552079532295464,5,37,27,1,2
880,Nikola Vlasic,West Ham United,ENG 1,gold,80,Midfielder,83,77,78,82,48,71,3,5,H/M,Right,"1,988",0,0,9,206,1,0.6748937889933586,0,0.2887572646141052,3,4,0,0,1,0.6748937889933586,1.285613626241684,0.5683363061398268,5,37,27,1,4
918,Guaita,Crystal Palace,ENG 1,gold,80,GK,81,79,77,82,51,77,1,3,M/M,Right,974,0,0,18,1620,0,0.0,0,0.0,0,0,1,0,0,0.0,1.9835428856313229,1.9835428856313229,11,29,30,1,3
